,season,stage,date,match_id,home_team_id,away_team_id,home_player_X1,home_player_X2,home_player_X3,home_player_X4,home_player_X5,home_player_X6,home_player_X7,home_player_X8,home_player_X9,home_player_X10,home_player_X11,away_player_X1,away_player_X2,away_player_X3,away_player_X4,away_player_X5,away_player_X6,away_player_X7,away_player_X8,away_player_X9,away_player_X10,away_player_X11,home_player_Y1,home_player_Y2,home_player_Y3,home_player_Y4,home_player_Y5,home_player_Y6,home_player_Y7,home_player_Y8,home_player_Y9,home_player_Y10,home_player_Y11,away_player_Y1,away_player_Y2,away_player_Y3,away_player_Y4,away_player_Y5,away_player_Y6,away_player_Y7,away_player_Y8,away_player_Y9,away_player_Y10,away_player_Y11,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,result,Year,Hour,Month,Day,HmGoals,Hmassists,awGoals,awassists
123,2015/2016,20,2016-01-02,41681,8197,8678,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,8,8,8,8,11,37770,49571.0,23571,38899,43061,278343,173317,319300.0,139671,286119,26554,30974,160447.0,35515,156013,68237,23629,155913,46810,155129,160496,185236,win,2016,0,1,2,37.0,33.0,15.0,5.0
124,2015/2016,20,2016-01-02,51895,10260,10003,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,4,6,5,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,7,7,9,11,11,182917,23354.0,165823,186137,161012,30872,46893,41468.0,164676,413557,30829,30973,89185.0,155050,24948,102356,23882,144996,46008,157729,95955,38831,win,2016,0,1,2,98.0,90.0,44.0,40.0
125,2015/2016,20,2016-01-02,31175,9850,8466,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,127712,24903.0,72417,26209,231801,24393,40100,46354.0,35493,201664,38369,30841,149855.0,26552,209405,46010,209384,166676,94267,23792,279490,23293,lose,2016,0,1,2,39.0,28.0,20.0,31.0
126,2015/2016,20,2016-01-02,37856,8472,10252,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10,37233,22964.0,30362,24150,180330,24159,25150,109330.0,520230,30348,184822,69650,32870.0,24208,33086,93484,179410,261313,358289,183500,107415,312765,win,2016,0,1,2,111.0,63.0,31.0,28.0
127,2015/2016,20,2016-01-02,54065,9817,8456,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,30455,213809.0,40548,114769,35712,25816,41365,22991.0,37411,101419,72436,31432,26111.0,174321,156551,16351,40196,36615,169200,37459,246575,37412,lose,2016,0,1,2,15.0,4.0,122.0,132.0
128,2015/2016,20,2016-01-02,37140,8659,10194,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,23021,169162.0,32441,43248,23257,24148,113968,25075.0,24171,33468,39225,288880,34036.0,40695,200962,37194,119541,23253,176300,26434,110148,96643,lose,2016,0,1,2,124.0,112.0,42.0,53.0
129,2015/2016,20,2016-01-02,56113,8654,8650,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,169756,109897.0,24751,49543,155782,158545,37169,148302.0,210276,47382,195927,37868,157838.0,114268,94043,314605,307021,95327,280653,242709,184536,148315,lose,2016,0,1,2,75.0,53.0,26.0,33.0
130,2015/2016,21,2016-01-12,57617,10252,9826,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,24579,183500.0,257847,33086,93484,179410,182223,358289.0,261313,154280,150401,36283,146830.0,23837,23030,183519,28901,22929,35345,26160,198510,46417,win,2016,0,1,12,25.0,24.0,70.0,43.0
131,2015/2016,21,2016-01-12,50862,8678,8654,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,30974,160447.0,35515,156013,68237,23629,155913,46810.0,155129,160496,232253,169756,109897.0,24751,49543,155782,37169,163919,195927,25496,158545,47382,lose,2016,0,1,12,15.0,5.0,40.0,37.0
132,2015/2016,21,2016-01-13,57404,10003,8472,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,30973,111800.0,155050,24948,102356,144996,23882,157729.0,313668,95955,38831,37233,22964.0,24150,30362,180330,25150,109330,24159,42598,184822,30348,win,2016,0,1,13,37.0,35.0,55.0,51.0
133,2015/2016,21,2016-01-13,38581,8650,9825,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,37868,157838.0,30831,94043,314605,156008,38807,280653.0,307021,37234,242709,30859,427438.0,35606,46539,38521,23688,75489,242094,36378,31013,46469,win,2016,0,1,13,80.0,101.0,105.0,82.0
134,2015/2016,21,2016-01-13,33075,8455,8659,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,170323,31306.0,30627,281207,72541,30613,32345,94086.0,128864,150250,19243,23021,169162.0,32441,26527,43248,24148,113968,175947,23257,24171,51545,win,2016,0,1,13,100.0,110.0,95.0,93.0
135,2015/2016,21,2016-01-13,45093,8456,8668,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,4,6,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,6,8,8,11,31432,26111.0,174321,30459,31291,101103,36615,33991.0,169200,246575,37412,31465,263653.0,23268,213878,24846,212866,215384,23782,251925,24006,181276,win,2016,0,1,13,85.0,86.0,96.0,102.0
136,2015/2016,21,2016-01-12,34752,10261,10260,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,6,5,4,3,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,8,6,8,8,11,23979,104482.0,277761,30929,308932,94550,38373,160243.0,108038,479020,351860,182917,23354.0,165823,161012,46820,39618,164676,46893,299215,413557,30829,lose,2016,0,1,12,33.0,35.0,94.0,70.0
137,2015/2016,21,2016-01-13,49236,8466,9817,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,95336,160627.0,26552,209405,46010,212470,209384,23792.0,303339,538112,23293,30455,213809.0,41927,114769,35712,25816,41365,22991,37411,101419,72436,lose,2016,0,1,13,21.0,18.0,13.0,4.0
138,2015/2016,21,2016-01-13,36685,10194,9850,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,9,11,288880,34036.0,40695,200962,37194,23253,26434,33881.0,96643,110148,172321,127712,24903.0,72417,26209,231801,38366,40100,24393,35493,46354,38369,win,2016,0,1,13,86.0,66.0,37.0,25.0
139,2015/2016,21,2016-01-13,48322,8586,8197,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,26295,159833.0,160599,37762,276121,361315,212702,174850.0,363333,157723,194165,37770,49571.0,23571,38899,43061,278343,319300,173317,139671,286119,20694,draw,2016,0,1,13,36.0,38.0,37.0,33.0
140,2015/2016,22,2016-01-16,48636,10252,8197,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,24579,183500.0,257847,33086,93484,261313,179410,182223.0,358289,150401,154280,37770,49571.0,23571,38899,43061,319300,173317,278343,20694,139671,286119,lose,2016,0,1,16,29.0,24.0,32.0,25.0
141,2015/2016,22,2016-01-16,46501,8678,9850,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,7,7,7,7,9,11,30974,160447.0,35515,156013,68237,23629,24381,46810.0,155129,160496,232253,127712,24903.0,72417,26209,231801,38366,40100,46354,23538,35493,38369,draw,2016,0,1,16,15.0,5.0,51.0,39.0
142,2015/2016,22,2016-01-16,47237,8455,8668,1,4,6,8,2,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,170323,30627.0,281207,72541,31306,115067,32345,94086.0,30613,150250,19243,31465,193859.0,23268,263653,24846,212866,23782,30895,215384,26151,181276,win,2016,0,1,16,85.0,102.0,113.0,130.0
143,2015/2016,22,2016-01-17,59062,8650,10260,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,37868,157838.0,30831,94043,314605,156008,95327,307021.0,38807,242709,37234,182917,23354.0,165823,161012,46820,46893,39618,299215,164676,413557,30829,win,2016,0,1,17,63.0,92.0,94.0,70.0
144,2015/2016,22,2016-01-16,59339,8456,9826,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,31432,30509.0,30459,174321,16351,37459,101103,78324.0,169200,643709,37412,36283,146830.0,23837,23030,183519,22929,28901,198510,26160,35345,169721,win,2016,0,1,16,61.0,92.0,70.0,43.0
145,2015/2016,22,2016-01-16,57075,10261,8654,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,23979,104482.0,277761,30929,308932,160243,127130,94550.0,108038,479020,351860,169756,109897.0,24751,49543,155782,37169,148302,163919,25496,195927,158545,lose,2016,0,1,16,44.0,40.0,44.0,39.0
146,2015/2016,22,2016-01-16,43994,8466,8659,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,9,11,95336,160627.0,26552,209405,46010,166676,279490,23792.0,303339,538112,23293,23021,169162.0,32441,26527,43248,33468,24148,113968,175947,25075,25666,win,2016,0,1,16,25.0,27.0,97.0,65.0
147,2015/2016,22,2016-01-17,52470,10194,9825,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,8,8,8,11,288880,34036.0,40695,200962,37194,23253,26434,33881.0,96643,110148,172321,30859,427438.0,35606,46539,38521,23688,242094,196386,75489,31013,46469,win,2016,0,1,17,86.0,66.0,102.0,75.0
148,2015/2016,22,2016-01-18,36098,10003,9817,1,2,4,6,8,3,5,7,5,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,7,7,7,7,10,10,30973,111800.0,155050,24948,102356,46008,23882,144996.0,157729,38831,95955,30455,213809.0,40548,114769,417068,37411,22991,41365,30966,101419,72436,draw,2016,0,1,18,52.0,54.0,19.0,8.0
149,2015/2016,22,2016-01-16,59810,8586,8472,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,26295,191869.0,160599,37762,46353,361315,41008,174850.0,363333,157723,194165,303919,22964.0,24150,30362,180330,109330,25150,24159,42598,38759,30348,win,2016,0,1,16,44.0,46.0,64.0,54.0
150,2015/2016,23,2016-01-24,36388,9825,8455,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,30859,427438.0,35606,46539,38521,23688,75489,242094.0,36378,31013,46469,170323,31306.0,281207,30627,72541,115067,32345,94086,30613,128864,19243,win,2016,0,1,24,105.0,82.0,103.0,117.0
151,2015/2016,23,2016-01-23,52910,9826,8586,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,36283,146830.0,23837,23030,183519,28901,22929,35345.0,26160,198510,169721,26295,191869.0,160599,37762,46353,361315,41008,212867,363333,157723,194165,win,2016,0,1,23,70.0,43.0,42.0,38.0
152,2015/2016,23,2016-01-24,42518,8668,10003,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,5,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,6,8,10,10,31465,193859.0,263653,213878,24846,23782,212866,251925.0,215384,26151,181276,30973,89185.0,155050,24948,102356,46008,23882,144996,157729,38831,95955,win,2016,0,1,24,82.0,94.0,55.0,56.0
153,2015/2016,23,2016-01-23,57589,8197,10194,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,37770,49571.0,23571,38899,43061,278343,173317,319300.0,139671,20694,286119,288880,34036.0,40695,200962,37194,26434,23253,72735,33881,176300,172321,win,2016,0,1,23,32.0,25.0,91.0,58.0
154,2015/2016,23,2016-01-23,52968,10260,8466,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,182917,46820.0,165823,161012,693138,46893,39618,299215.0,164676,413557,30829,95336,160627.0,209405,26552,46010,166676,209384,94267,303339,538112,23293,win,2016,0,1,23,61.0,28.0,25.0,15.0
155,2015/2016,23,2016-01-23,48645,9850,8650,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,127712,163815.0,24903,26209,231801,32734,46354,201664.0,32705,35493,38369,37868,157838.0,30831,94043,314605,156008,95327,307021,38807,242709,280653,win,2016,0,1,23,54.0,33.0,63.0,92.0
156,2015/2016,23,2016-01-23,58330,8472,8678,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,8,8,8,11,37233,22964.0,24150,30362,180330,25150,109330,24159.0,42598,184822,30348,30974,160447.0,35515,156013,68237,23629,24381,46810,155129,160496,232253,win,2016,0,1,23,55.0,51.0,15.0,5.0
157,2015/2016,23,2016-01-23,56477,9817,10261,1,2,4,6,8,3,5,7,4,6,5,1,3,5,7,2,4,6,8,4,6,5,1,3,3,3,3,6,6,6,8,8,11,1,3,3,3,7,7,7,7,9,9,11,30455,165773.0,40548,114769,417068,41365,22991,30966.0,37411,72436,101419,23979,279489.0,30929,277761,104482,94010,127130,570431,94550,108038,351860,lose,2016,0,1,23,19.0,8.0,28.0,31.0
158,2015/2016,23,2016-01-23,34651,8659,10252,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,24147,169162.0,32441,26527,43248,113968,24148,25075.0,33468,175947,51545,24579,24208.0,257847,33086,93484,183500,182223,179410,358289,150401,154280,win,2016,0,1,23,97.0,65.0,37.0,31.0
159,2015/2016,23,2016-01-23,54765,8654,8456,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,169756,214685.0,24751,35110,155782,148302,23678,37169.0,158545,195927,25496,31432,26111.0,174321,30459,31291,36615,78324,33991,37459,169200,37412,win,2016,0,1,23,54.0,56.0,104.0,122.0
160,2015/2016,24,2016-02-02,38394,9825,8466,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,30859,427438.0,177503,46539,38521,23688,75489,242094.0,36378,50047,46469,95336,160627.0,26552,209405,46010,279490,212470,166676,303339,23293,94267,win,2016,0,2,2,71.0,56.0,50.0,28.0
161,2015/2016,24,2016-02-02,48925,8197,8650,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,37770,49571.0,23571,38899,43061,278343,319300,173317.0,139671,20694,286119,37868,157838.0,114268,94043,314605,95327,307021,38807,156008,37234,242709,win,2016,0,2,2,32.0,25.0,79.0,104.0
162,2015/2016,24,2016-02-02,57123,9850,8586,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,127712,163815.0,178206,26209,25667,71502,40100,46354.0,32705,23538,38369,26295,159833.0,160599,264221,46353,361315,41008,212867,363333,157723,194165,lose,2016,0,2,2,62.0,39.0,39.0,41.0
163,2015/2016,24,2016-02-02,47147,8472,8456,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,37233,22964.0,93457,24150,180330,158879,42598,109330.0,25150,184822,30348,31432,26111.0,174321,30459,31291,33991,40196,36615,37459,643709,37412,lose,2016,0,2,2,21.0,23.0,107.0,122.0
164,2015/2016,24,2016-02-03,48128,9817,8455,1,2,4,6,8,3,5,7,5,4,6,1,2,4,6,8,4,6,5,7,3,5,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,6,6,8,8,8,11,30455,165773.0,40548,41927,35712,41365,22991,30966.0,37411,72436,101419,170323,31306.0,281207,30627,72541,32345,115067,30613,128864,94086,19243,lose,2016,0,2,3,19.0,8.0,103.0,117.0
165,2015/2016,24,2016-02-02,43969,8654,10252,1,2,4,6,8,3,5,7,5,7,3,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,10,10,10,169756,109897.0,24751,35110,155782,148302,23678,37169.0,195927,25496,158545,24579,24208.0,257847,33086,93484,183500,179410,261313,358289,154280,23264,draw,2016,0,2,2,57.0,56.0,29.0,22.0
166,2015/2016,24,2016-02-02,51139,9826,8678,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,8,8,8,11,36283,146830.0,23837,23030,183519,28901,8985,198510.0,35345,130670,24157,30974,160447.0,35515,156013,68237,23629,155913,46810,155129,24381,232253,win,2016,0,2,2,62.0,45.0,9.0,3.0
167,2015/2016,24,2016-02-02,56665,10260,10194,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,182917,46820.0,165823,161012,693138,34944,39618,299215.0,41468,413557,30829,288880,34036.0,200962,173382,37194,26434,23253,33881,96643,110148,30830,win,2016,0,2,2,90.0,74.0,69.0,61.0
168,2015/2016,24,2016-02-02,38482,8659,10003,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,24147,169162.0,32441,26527,43248,24148,156727,113968.0,33468,51545,175947,30973,89185.0,155050,24948,102356,23882,144996,46008,157729,38831,95955,lose,2016,0,2,2,72.0,50.0,55.0,56.0
169,2015/2016,24,2016-02-03,58110,8668,10261,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,186054,77690.0,23268,213878,193859,23782,101192,30895.0,215384,160713,181276,23979,104482.0,30929,277761,308932,94010,127130,94550,108038,166422,479020,win,2016,0,2,3,96.0,99.0,34.0,34.0
170,2015/2016,25,2016-02-06,34740,10252,9850,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,6,6,8,8,8,11,24579,24208.0,257847,33086,93484,358289,182223,261313.0,183500,179410,23264,127712,24903.0,26209,231801,178206,24393,71502,46354,32705,35493,38369,lose,2016,0,2,6,33.0,31.0,59.0,35.0
171,2015/2016,25,2016-02-07,55905,8678,9825,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,30974,160447.0,35515,156013,68237,23629,155913,46810.0,155129,24381,232253,30859,427438.0,177503,46539,38521,23688,75489,196386,36378,50047,46469,lose,2016,0,2,7,9.0,3.0,77.0,63.0
172,2015/2016,25,2016-02-07,40365,8455,10260,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,170323,31306.0,281207,30627,72541,32345,115067,94086.0,30613,128864,19243,182917,46820.0,165823,161012,693138,39618,34944,299215,41468,413557,30829,lose,2016,0,2,7,103.0,117.0,90.0,74.0
173,2015/2016,25,2016-02-06,31716,8650,8472,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,8,8,8,11,37868,157838.0,114268,94043,314605,307021,47558,38807.0,156008,37234,242709,37233,22964.0,93457,24150,180330,158879,520230,25150,109330,166019,30348,win,2016,0,2,6,83.0,100.0,12.0,20.0
174,2015/2016,25,2016-02-06,31446,8456,8197,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,31432,30509.0,174321,30459,16351,40196,78324,37459.0,36615,246575,37412,37770,49571.0,23571,38899,43061,278343,173317,319300,139671,20694,286119,win,2016,0,2,6,136.0,138.0,32.0,25.0
175,2015/2016,25,2016-02-06,41672,10261,8659,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,23979,104482.0,24228,30929,570431,127130,38373,94550.0,108038,166422,351860,24147,163200.0,32441,26527,169162,113968,156727,25075,24148,175947,25666,win,2016,0,2,6,43.0,45.0,77.0,41.0
176,2015/2016,25,2016-02-06,55718,8466,8654,1,3,5,7,2,4,6,8,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,7,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,95336,209405.0,26552,72665,160627,209384,166676,46010.0,303339,41280,23293,169756,109897.0,24751,35110,155782,23678,37169,158545,25496,106228,195927,lose,2016,0,2,6,34.0,11.0,63.0,64.0
177,2015/2016,25,2016-02-06,59786,10194,8668,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,288880,34036.0,200962,173382,37194,186831,23253,176300.0,26434,110148,72735,186054,77690.0,23268,213878,193859,101192,23782,30895,215384,160713,181276,win,2016,0,2,6,23.0,45.0,96.0,99.0
178,2015/2016,25,2016-02-06,43930,10003,9826,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,30973,89185.0,155050,24948,102356,23882,46008,38831.0,157729,95955,109121,36283,146830.0,23837,23030,183519,149917,8985,198510,26160,130670,30960,draw,2016,0,2,6,43.0,52.0,54.0,48.0
179,2015/2016,25,2016-02-06,45909,8586,9817,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,7,11,26295,191869.0,160599,264221,276121,361315,41008,174850.0,157723,110189,194165,30455,213809.0,40548,114769,417068,25816,41365,22991,37631,37411,101419,win,2016,0,2,6,47.0,46.0,15.0,4.0
180,2015/2016,26,2016-02-14,46684,9825,8197,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,30859,427438.0,35606,46539,38521,159594,75489,196386.0,36378,50047,46469,37770,49571.0,23571,38899,43061,278343,173317,319300,139671,20694,286119,win,2016,0,2,14,78.0,63.0,32.0,25.0
181,2015/2016,26,2016-02-14,56228,10252,8650,1,2,4,6,8,3,5,7,4,6,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,6,8,8,11,1,3,3,3,3,7,7,7,7,10,10,24579,24208.0,257847,33086,93484,183500,182223,179410.0,358289,261313,23264,37868,157838.0,30831,94043,314605,38807,156008,307021,184536,51553,242709,lose,2016,0,2,14,33.0,31.0,135.0,121.0
182,2015/2016,26,2016-02-13,55308,8678,10194,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,30974,160447.0,35515,156013,68237,23629,160496,46810.0,155129,24381,232253,288880,34036.0,200962,173382,37194,23253,186831,176300,26434,33881,72735,lose,2016,0,2,13,15.0,5.0,59.0,48.0
183,2015/2016,26,2016-02-13,49538,8455,10261,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,170323,31306.0,23783,30627,72541,115067,30613,150250.0,94086,107417,19243,23979,104482.0,24228,30929,570431,38373,127130,94550,108038,166422,351860,win,2016,0,2,13,141.0,133.0,43.0,45.0
184,2015/2016,26,2016-02-13,30864,9826,9817,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10,36283,146830.0,23837,23030,183519,198510,8985,26160.0,149917,30960,169721,30455,213809.0,41927,40548,417068,41365,22991,30966,46120,101419,72436,win,2016,0,2,13,113.0,63.0,19.0,8.0
185,2015/2016,26,2016-02-13,46943,8668,8659,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,186054,77690.0,213878,23268,193859,101192,23782,30895.0,215384,160713,181276,24147,163200.0,169162,26527,43248,33468,113968,24148,175947,51545,239807,win,2016,0,2,13,96.0,99.0,67.0,53.0
